4.98612e-6	60.128	1.65257e9
5.63405e-6	60.128	1.63070e9
9.38968e-6	60.128	1.53712e9
9.99446e-6	60.128	1.52745e9
1.31453e-5	60.128	1.47947e9
1.38503e-5	60.128	1.47105e9
1.48915e-5	60.128	1.45688e9
1.69009e-5	60.128	1.43612e9
2.06566e-5	60.128	1.40267e9
2.44122e-5	60.128	1.37528e9
2.47969e-5	60.128	1.37304e9
2.81678e-5	60.128	1.35242e9
2.99766e-5	60.128	1.34185e9
3.19235e-5	60.128	1.33190e9
3.47023e-5	60.128	1.31866e9
3.56791e-5	60.128	1.31405e9
3.94347e-5	60.128	1.29838e9
4.15415e-5	60.128	1.29024e9
4.31903e-5	60.128	1.28413e9
4.46077e-5	60.128	1.27904e9
4.69460e-5	60.128	1.27098e9
4.99588e-5	60.128	1.26118e9
5.07016e-5	60.128	1.25818e9
5.44572e-5	60.128	1.24669e9
5.45138e-5	60.128	1.24684e9
5.82129e-5	60.128	1.23691e9
6.19685e-5	60.128	1.22705e9
6.44192e-5	60.128	1.22083e9
6.57241e-5	60.128	1.21750e9
6.92328e-5	60.128	1.20922e9
6.94797e-5	60.128	1.20841e9
6.99410e-5	60.128	1.20712e9
7.32354e-5	60.128	1.19972e9
7.43246e-5	60.128	1.19803e9
7.69910e-5	60.128	1.19232e9
8.07466e-5	60.128	1.18475e9
8.42300e-5	60.128	1.17796e9
8.45023e-5	60.128	1.17710e9
8.82579e-5	60.128	1.17115e9
8.99230e-5	60.128	1.16793e9
9.20135e-5	60.128	1.16412e9
9.41354e-5	60.128	1.16027e9
9.57692e-5	60.128	1.15724e9
9.69241e-5	60.128	1.15620e9
9.95248e-5	60.128	1.15188e9
1.03280e-4	60.128	1.14587e9
1.04042e-4	60.128	1.14430e9
1.07036e-4	60.128	1.13957e9
1.09905e-4	60.128	1.13525e9
1.10792e-4	60.128	1.13357e9
1.13947e-4	60.128	1.13011e9
1.14547e-4	60.128	1.12883e9
1.18303e-4	60.128	1.12489e9
1.22059e-4	60.128	1.11975e9
1.23852e-4	60.128	1.11722e9
1.24615e-4	60.128	1.11580e9
1.25814e-4	60.128	1.11386e9
1.29570e-4	60.128	1.10913e9
1.29887e-4	60.128	1.10824e9
1.33325e-4	60.128	1.10381e9
1.33758e-4	60.128	1.10426e9
1.37081e-4	60.128	1.10008e9
1.40837e-4	60.128	1.09572e9
1.41521e-4	60.128	1.09446e9
1.43663e-4	60.128	1.09304e9
1.44592e-4	60.128	1.09153e9
1.48348e-4	60.128	1.08719e9
1.49870e-4	60.128	1.08533e9
1.52104e-4	60.128	1.08259e9
1.52307e-4	60.128	1.08182e9
1.53569e-4	60.128	1.08156e9
1.55859e-4	60.128	1.07903e9
1.59615e-4	60.128	1.07494e9
1.63370e-4	60.128	1.07092e9
1.63475e-4	60.128	1.07024e9
1.67126e-4	60.128	1.06664e9
1.69852e-4	60.128	1.06506e9
1.70882e-4	60.128	1.06357e9
1.73380e-4	60.128	1.06082e9
1.74637e-4	60.128	1.06075e9
1.78393e-4	60.128	1.05729e9
1.79998e-4	60.128	1.05536e9
1.82149e-4	60.128	1.05300e9
1.83285e-4	60.128	1.05146e9
1.85904e-4	60.128	1.04905e9
1.89660e-4	60.128	1.04548e9
1.89834e-4	60.128	1.04272e9
1.93191e-4	60.128	1.03950e9
1.93416e-4	60.128	1.04015e9
1.97171e-4	60.128	1.03832e9
2.00927e-4	60.128	1.03492e9
2.03097e-4	60.128	1.03304e9
2.04682e-4	60.128	1.03127e9
2.07689e-4	60.128	1.02849e9
2.08438e-4	60.128	1.02768e9
2.09816e-4	60.128	1.02609e9
2.12194e-4	60.128	1.02379e9
2.13002e-4	60.128	1.02261e9
2.15949e-4	60.128	1.02161e9
2.19705e-4	60.128	1.01878e9
2.22908e-4	60.128	1.01601e9
2.23461e-4	60.128	1.01500e9
2.27216e-4	60.128	1.01333e9
2.29798e-4	60.128	1.01100e9
2.30972e-4	60.128	1.00999e9
2.32813e-4	60.128	1.00815e9
2.34727e-4	60.128	1.00628e9
2.35381e-4	60.128	1.00651e9
2.38483e-4	60.128	1.00429e9
2.42239e-4	60.128	1.00113e9
2.42719e-4	60.128	1.00015e9
2.45994e-4	60.128	9.97390e8
2.49750e-4	60.128	9.94784e8
2.49781e-4	60.128	9.94123e8
2.52625e-4	60.128	9.93141e8
2.53506e-4	60.128	9.91962e8
2.57261e-4	60.128	9.90663e8
2.61017e-4	60.128	9.87636e8
2.62530e-4	60.128	9.86658e8
2.63072e-4	60.128	9.85720e8
2.64772e-4	60.128	9.84064e8
2.68528e-4	60.128	9.81472e8
2.69763e-4	60.128	9.80357e8
2.72284e-4	60.128	9.78112e8
2.72435e-4	60.128	9.77457e8
2.76039e-4	60.128	9.76243e8
2.79795e-4	60.128	9.73701e8
2.82341e-4	60.128	9.73250e8
2.83551e-4	60.128	9.71895e8
2.83917e-4	60.128	9.71128e8
2.87306e-4	60.128	9.68845e8
