Filename	PLA
Instrument name	0850-00115
Operator	
rundate	2019/12/19
proceduresegments	DMA Oscillatory Temperature Ramp
[File Parameters]
Name	PLA
Instrument type	DMA850
Instrument serial number	0850-00115
Instrument name	0850-00115
Instrument location	MFG
Company name	TA
Trios version	4.4.0.41128
File name	D:\2019SJTU\密西根\朱宰亨\邹璧卉\1219 yp201979474\PLA.tri
Run date	2019/12/19 12:33:09
Preload Direction	-1.00000
Starting Force	0.00000
Starting Displacement	17254.8
Time at start of test	0.136161
[Clamp Parameters]
Geometry mass	21.42
Clamp Compliance	0.384603
Zero reference position	28.675
Tool mass calibration date	2019/12/2
Compliance calibration date	2019/12/2
[Firmware Versions]
InfoVerDsp	V2018.9.27
InfoVerWinCe	V2018.8.7
InfoVerDmaIface14	V2017.10.23
InfoVerDmaPower15	V2017.8.9
[Calibration Date Information]
InfoDateDynPhase	2018/11/9 14:33
InfoDateStaticNrm	2018/11/9 13:57
InfoDateTorqLag	2018/6/9 4:07
InfoDateADGain	2018/6/9 3:50
InfoDateInertiaPhase	2018/11/9 14:12
InfoDateInertiaMass	2018/6/11 20:32
InfoDateShaftMass	2018/6/9 3:26
InfoDateDmaForcePosn	2018/6/11 20:26
InfoDateDmaEncoderCorr	2018/6/11 20:30
InfoDateDmaInstStability	2018/11/9 13:52
InfoDateDmaTempOffset	2019/3/26 15:26
InfoDateDmaThermocoupleCal	2019/3/26 14:21
InfoDateSpare17	2018/6/9 3:23
[Calibration Parameters]
SPFrtScaleHi	1987.868
InfoOlStressTol	1.000e-2
InfoOlStressMaxCnt	0
InfoIntSpare8	0
Collect data only when stable	Enabled
Temperature option	None
[step]
Temperature Ramp - 1
Angular frequency	Step time	Temperature	Oscillation strain	Oscillation stress	Tan(delta)	Storage modulus	Loss modulus
rad/s	min	°C	%	MPa		MPa	MPa
6.28319	18.0997	32.879	0.0438243	1.02549	0.0221852	2339.43	53.6297
6.28319	18.1497	33.042	0.0438354	1.02491	0.0232202	2337.45	53.7812
6.28319	18.1997	33.177	0.0438027	1.02293	0.0228517	2334.71	53.8483
6.28319	18.2497	33.318	0.0438077	1.02374	0.0230903	2336.27	54.0692
6.28319	18.2997	33.481	0.0438167	1.02383	0.0230772	2336.01	54.2788
6.28319	18.3497	33.664	0.0438753	1.02300	0.0236371	2330.94	54.3889
6.28319	18.3997	33.793	0.0437814	1.02081	0.0234082	2330.97	54.6426
6.28319	18.4497	33.932	0.0438232	1.02130	0.0234357	2329.86	54.7500
6.28319	18.4997	34.092	0.0438585	1.01966	0.0239189	2324.23	54.9584
6.28319	18.5497	34.220	0.0438305	1.01886	0.0233213	2323.92	55.1135
6.28319	18.5997	34.383	0.0438248	1.01786	0.0238570	2321.90	55.2819
6.28319	18.6497	34.549	0.0438153	1.01712	0.0239577	2320.71	55.5506
6.28319	18.6997	34.676	0.0437963	1.01619	0.0240138	2319.60	55.6470
6.28319	18.7497	34.818	0.0438678	1.01564	0.0248431	2314.53	55.7318
6.28319	18.7997	34.994	0.0438273	1.01358	0.0241782	2312.00	55.8577
6.28319	18.8497	35.161	0.0437994	1.01350	0.0236859	2313.30	56.0680
6.28319	18.8997	35.288	0.0438345	1.01338	0.0246806	2311.14	56.2518
6.28319	18.9497	35.436	0.0438453	1.01248	0.0240833	2308.53	56.5301
6.28319	18.9997	35.602	0.0437980	1.01200	0.0250090	2309.88	56.6024
6.28319	19.0497	35.734	0.0438108	1.01151	0.0241224	2308.13	56.7511
6.28319	19.0997	35.838	0.0438558	1.01113	0.0244788	2304.90	56.7179
6.28319	19.1497	36.008	0.0438134	1.00944	0.0243451	2303.26	56.7747
6.28319	19.1997	36.161	0.0438304	1.00816	0.0250167	2299.42	56.8185
6.28319	19.2497	36.300	0.0438325	1.00761	0.0254944	2298.03	56.9506
6.28319	19.2997	36.436	0.0438230	1.00691	0.0254155	2296.94	57.1423
6.28319	19.3497	36.619	0.0437988	1.00531	0.0245327	2294.60	57.3023
6.28319	19.3997	36.809	0.0438660	1.00627	0.0253213	2293.23	57.5775
6.28319	19.4497	36.945	0.0438294	1.00441	0.0242705	2290.96	58.0484
6.28319	19.4997	37.075	0.0438208	1.00244	0.0255134	2286.84	58.3491
6.28319	19.5497	37.228	0.0438296	1.00182	0.0247021	2285.02	58.6462
6.28319	19.5997	37.445	0.0438388	1.00148	0.0248218	2283.75	58.9915
6.28319	19.6497	37.585	0.0438193	0.999706	0.0265172	2280.62	59.1671
6.28319	19.6997	37.748	0.0438431	0.998365	0.0252817	2276.40	59.3778
6.28319	19.7497	37.889	0.0438074	0.997684	0.0270041	2276.60	59.6374
6.28319	19.7997	38.012	0.0438347	0.997453	0.0277877	2274.61	59.9060
6.28319	19.8497	38.130	0.0438613	0.996422	0.0271730	2270.92	60.2456
6.28319	19.8997	38.258	0.0438009	0.994700	0.0265979	2270.16	60.5723
6.28319	19.9497	38.434	0.0438158	0.994319	0.0267271	2268.51	61.0165
6.28319	19.9997	38.584	0.0438327	0.993653	0.0271092	2266.09	61.4873
6.28319	20.0497	38.716	0.0438253	0.992764	0.0269260	2264.45	61.7629
6.28319	20.0997	38.867	0.0438286	0.991565	0.0268195	2261.55	62.1082
6.28319	20.1497	39.053	0.0438087	0.990936	0.0279141	2261.08	62.4120
6.28319	20.1997	39.201	0.0438573	0.989907	0.0273725	2256.26	62.5591
6.28319	20.2497	39.357	0.0438297	0.988337	0.0285508	2254.03	62.6928
6.28319	20.2997	39.537	0.0438334	0.986534	0.0275128	2249.79	63.3815
6.28319	20.3497	39.643	0.0438086	0.986169	0.0281643	2250.19	63.6908
6.28319	20.3997	39.784	0.0438362	0.986457	0.0289831	2249.38	64.0894
6.28319	20.4497	39.941	0.0438588	0.984316	0.0276883	2243.42	64.5218
6.28319	20.4997	40.054	0.0438424	0.982945	0.0291599	2241.05	64.7891
6.28319	20.5497	40.185	0.0438255	0.981419	0.0291367	2238.43	65.0883
6.28319	20.5997	40.339	0.0438292	0.979906	0.0283898	2234.84	65.5548
6.28319	20.6497	40.481	0.0438405	0.979053	0.0310750	2232.14	65.9267
6.28319	20.6997	40.621	0.0438054	0.978502	0.0299725	2232.75	66.4416
6.28319	20.7497	40.765	0.0438458	0.977640	0.0303344	2228.70	66.8251
6.28319	20.7997	40.984	0.0438565	0.975569	0.0302256	2223.44	67.3361
6.28319	20.8497	41.145	0.0438229	0.974212	0.0297857	2222.08	68.0101
6.28319	20.8997	41.287	0.0438403	0.973446	0.0308867	2219.38	68.5479
6.28319	20.9497	41.440	0.0438054	0.971732	0.0308591	2217.24	69.0321
6.28319	20.9997	41.566	0.0438600	0.971472	0.0318806	2213.81	69.9098
6.28319	21.0497	41.695	0.0438535	0.969126	0.0315128	2208.82	70.2324
6.28319	21.0997	41.850	0.0438231	0.968532	0.0312910	2209.01	70.8208
6.28319	21.1497	41.987	0.0438927	0.966113	0.0317028	2199.97	71.3448
6.28319	21.1997	42.155	0.0438056	0.963396	0.0326116	2198.08	72.0670
6.28319	21.2497	42.319	0.0438393	0.963124	0.0335646	2195.71	72.9833
6.28319	21.2997	42.464	0.0438415	0.962120	0.0330173	2193.34	73.7713
6.28319	21.3497	42.602	0.0438548	0.960320	0.0356446	2188.38	74.4861
6.28319	21.3997	42.743	0.0438352	0.957689	0.0346738	2183.44	74.9936
6.28319	21.4497	42.872	0.0438390	0.956678	0.0346475	2180.94	75.6924
6.28319	21.4997	43.015	0.0438614	0.955978	0.0351984	2178.19	76.5378
6.28319	21.5497	43.155	0.0438588	0.953091	0.0350831	2171.75	77.3176
6.28319	21.5997	43.332	0.0438449	0.950620	0.0362010	2166.72	78.1476
6.28319	21.6497	43.493	0.0438650	0.949014	0.0372897	2161.99	78.8471
6.28319	21.6997	43.664	0.0437954	0.947753	0.0370132	2162.57	79.3004
6.28319	21.7497	43.831	0.0438555	0.946707	0.0366073	2157.25	80.3542
6.28319	21.7997	43.990	0.0438524	0.944401	0.0382922	2152.01	82.4054
6.28319	21.8497	44.097	0.0438787	0.942196	0.0379370	2145.73	81.4025
6.28319	21.8997	44.245	0.0438711	0.939442	0.0394087	2139.71	84.3233
6.28319	21.9497	44.381	0.0438281	0.937284	0.0399138	2136.85	85.2897
6.28319	21.9997	44.507	0.0439353	0.935834	0.0402329	2128.31	85.6279
6.28319	22.0497	44.710	0.0438014	0.931222	0.0417852	2124.16	88.7582
6.28319	22.0997	44.875	0.0438307	0.930975	0.0425592	2122.10	90.3150
6.28319	22.1497	45.027	0.0439045	0.928658	0.0433068	2113.20	91.5158
6.28319	22.1997	45.162	0.0438420	0.925087	0.0442503	2107.98	93.2788
6.28319	22.2497	45.321	0.0438650	0.923085	0.0440463	2102.34	92.6002
6.28319	22.2997	45.483	0.0438990	0.920943	0.0455394	2095.69	95.4367
6.28319	22.3497	45.623	0.0439227	0.918086	0.0475093	2087.88	99.1935
6.28319	22.3997	45.754	0.0438258	0.913407	0.0476847	2081.81	99.2706
6.28319	22.4497	45.917	0.0438688	0.911220	0.0491177	2074.65	101.902
6.28319	22.4997	46.052	0.0439036	0.908814	0.0495173	2067.49	102.376
6.28319	22.5497	46.219	0.0438604	0.904734	0.0512595	2060.05	105.597
6.28319	22.5997	46.432	0.0438929	0.903044	0.0520778	2054.60	106.999
6.28319	22.6497	46.579	0.0438697	0.898931	0.0525891	2046.26	107.611
6.28319	22.6997	46.696	0.0439381	0.895493	0.0559193	2034.90	113.790
6.28319	22.7497	46.805	0.0439052	0.890556	0.0555105	2025.24	112.422
6.28319	22.7997	46.912	0.0439000	0.885466	0.0597008	2013.42	120.203
6.28319	22.8497	47.106	0.0439229	0.881947	0.0608117	2004.24	121.881
6.28319	22.8997	47.240	0.0439245	0.876964	0.0637419	1992.48	127.004
6.28319	22.9497	47.377	0.0439531	0.872320	0.0662285	1980.32	131.154
6.28319	22.9997	47.567	0.0439129	0.865951	0.0677088	1967.47	133.215
6.28319	23.0497	47.709	0.0439189	0.861908	0.0713586	1957.52	139.686
6.28319	23.0997	47.843	0.0439446	0.856759	0.0731141	1944.44	142.166
6.28319	23.1497	48.011	0.0439390	0.851513	0.0758211	1932.40	146.517
6.28319	23.1997	48.173	0.0439156	0.846041	0.0786355	1920.59	151.026
6.28319	23.2497	48.305	0.0439617	0.840955	0.0805075	1906.76	153.508
6.28319	23.2997	48.485	0.0439505	0.835396	0.0846642	1893.99	160.353
6.28319	23.3497	48.636	0.0439942	0.828359	0.0879656	1875.64	164.992
6.28319	23.3997	48.779	0.0439626	0.822063	0.0914452	1862.14	170.284
6.28319	23.4497	48.937	0.0440608	0.815749	0.0953272	1843.06	175.694
6.28319	23.4997	49.060	0.0439446	0.806968	0.0994237	1827.32	181.679
6.28319	23.5497	49.213	0.0440056	0.799969	0.103440	1808.23	187.044
6.28319	23.5997	49.356	0.0440548	0.792447	0.109645	1788.06	196.052
6.28319	23.6497	49.541	0.0440545	0.782720	0.115779	1764.92	204.340
6.28319	23.6997	49.742	0.0440375	0.773564	0.119924	1744.10	209.161
6.28319	23.7497	49.904	0.0440517	0.764960	0.126057	1722.87	217.179
6.28319	23.7997	50.049	0.0441045	0.755120	0.132305	1697.32	224.565
6.28319	23.8497	50.166	0.0440886	0.744797	0.138229	1673.41	231.314
6.28319	23.8997	50.276	0.0440570	0.734350	0.144802	1649.61	238.868
6.28319	23.9497	50.457	0.0441033	0.726147	0.152493	1627.65	248.205
6.28319	23.9997	50.640	0.0441143	0.715731	0.159606	1602.17	255.716
6.28319	24.0497	50.813	0.0440441	0.705026	0.167079	1578.84	263.791
6.28319	24.0997	50.950	0.0441392	0.696079	0.173072	1553.91	268.937
6.28319	24.1497	51.105	0.0441342	0.686156	0.180981	1529.85	276.874
6.28319	24.1997	51.252	0.0441330	0.675583	0.188776	1504.22	283.961
6.28319	24.2497	51.398	0.0441712	0.663222	0.200319	1472.23	294.917
6.28319	24.2997	51.543	0.0443105	0.649903	0.213861	1434.27	306.734
6.28319	24.3497	51.679	0.0441676	0.636269	0.222517	1406.19	312.901
6.28319	24.3997	51.817	0.0442249	0.625301	0.232798	1377.09	320.583
6.28319	24.4497	51.996	0.0441561	0.613462	0.242093	1350.30	326.898
6.28319	24.4997	52.172	0.0442623	0.602052	0.252566	1318.78	333.079
6.28319	24.5497	52.338	0.0441834	0.589799	0.264986	1290.36	341.926
6.28319	24.5997	52.457	0.0443003	0.578915	0.277818	1259.11	349.804
6.28319	24.6497	52.577	0.0443881	0.564117	0.295213	1218.87	359.827
6.28319	24.6997	52.733	0.0444622	0.547947	0.310420	1176.98	365.360
6.28319	24.7497	52.892	0.0443492	0.531854	0.326937	1139.87	372.666
6.28319	24.7997	53.038	0.0444043	0.517740	0.343419	1102.75	378.706
6.28319	24.8497	53.189	0.0444272	0.503098	0.361250	1065.05	384.748
6.28319	24.8913	53.312	0.0443225	0.491285	0.377725	1036.92	391.673
6.28319	24.9497	53.439	0.0446080	0.470477	0.403819	977.962	394.920
6.28319	24.9997	53.595	0.0445514	0.454038	0.428144	936.876	401.118
6.28319	25.0497	53.746	0.0444692	0.438529	0.448873	899.663	403.834
6.28319	25.0997	53.911	0.0445580	0.424082	0.471934	860.717	406.202
6.28319	25.1497	54.084	0.0447481	0.407917	0.496068	816.628	405.103
6.28319	25.1997	54.203	0.0445331	0.392246	0.516772	782.491	404.369
6.28319	25.2497	54.312	0.0446313	0.378216	0.546513	743.618	406.397
6.28319	25.2997	54.465	0.0449451	0.361428	0.576695	696.616	401.735
6.28319	25.3497	54.670	0.0448211	0.343421	0.606990	654.986	397.570
6.28319	25.3997	54.798	0.0446573	0.328785	0.634692	621.608	394.529
6.28319	25.4497	54.892	0.0448771	0.314425	0.665227	583.351	388.061
6.28319	25.4997	55.048	0.0449560	0.299901	0.698005	547.022	381.824
6.28319	25.5497	55.205	0.0448350	0.284284	0.731741	511.703	374.434
6.28319	25.5997	55.394	0.0452883	0.269526	0.780795	469.083	366.257
6.28319	25.6497	55.541	0.0450064	0.252691	0.815838	435.041	354.923
6.28319	25.6997	55.685	0.0451725	0.239346	0.860149	401.694	345.517
6.28319	25.7497	55.872	0.0453981	0.223692	0.910961	364.254	331.821
6.28319	25.7997	56.020	0.0448535	0.209858	0.946590	339.787	321.639
6.28319	25.8497	56.141	0.0454366	0.198691	1.00867	307.875	310.545
6.28319	25.9080	56.327	0.0451336	0.181614	1.05764	276.454	292.390
6.28319	25.9497	56.411	0.0449872	0.173462	1.09556	259.943	284.784
6.28319	25.9997	56.609	0.0453181	0.163540	1.13836	237.554	271.654
6.28319	26.0497	56.770	0.0452579	0.154115	1.20093	218.479	261.198
6.28319	26.0997	56.935	0.0454134	0.143542	1.26417	196.766	247.363
6.28319	26.1497	57.040	0.0453110	0.134205	1.30499	179.421	235.659
6.28319	26.1997	57.182	0.0453465	0.125463	1.36140	163.144	223.459
6.28319	26.2497	57.339	0.0451302	0.118011	1.42856	151.604	213.056
6.28319	26.2913	57.464	0.0454827	0.112389	1.48067	138.866	204.391
6.28319	26.3580	57.700	0.0458458	0.100426	1.57769	117.067	185.145
6.28319	26.3913	57.787	0.0460907	0.0949287	1.61295	107.580	175.631
6.28319	26.4413	57.963	0.0456749	0.0877180	1.69518	97.9916	165.167
6.28319	26.5163	58.122	0.0452647	0.0800515	1.77056	87.7194	153.564
6.28319	26.5497	58.220	0.0454936	0.0766311	1.81678	81.7820	147.258
6.28319	26.5830	58.319	0.0449403	0.0729545	1.86020	76.5526	143.153
6.28319	26.6330	58.469	0.0461016	0.0670630	1.93090	66.4480	129.405
6.28319	26.6830	58.621	0.0459940	0.0603959	2.00159	58.4354	117.594
6.28319	26.7997	58.923	0.0458305	0.0527806	2.13297	48.4559	104.475
6.28319	26.8997	59.232	0.0460326	0.0434417	2.25096	37.9907	86.3869
6.28319	26.9330	59.347	0.0458173	0.0411140	2.26725	35.8624	82.2570
6.28319	26.9747	59.484	0.0463782	0.0383490	2.30947	32.3600	76.0925
6.28319	27.0163	59.610	0.0457436	0.0349901	2.33689	29.7726	70.4600
6.28319	27.1497	60.031	0.0456521	0.0284839	2.37533	24.2712	57.4791
6.28319	27.1913	60.131	0.0457913	0.0270094	2.37918	22.4830	54.5306
6.28319	27.2330	60.250	0.0455137	0.0252247	2.37807	21.6246	51.0293
6.28319	27.2830	60.434	0.0458335	0.0237433	2.37524	19.9518	47.8070
6.28319	27.3330	60.566	0.0455571	0.0220356	2.36280	18.7661	44.5803
6.28319	27.3830	60.709	0.0454253	0.0206476	2.34407	17.7666	41.8378
6.28319	27.4247	60.858	0.0458515	0.0195703	2.32487	16.7163	39.2721
6.28319	27.4830	61.067	0.0457624	0.0177207	2.28060	15.5969	35.4433
6.28319	27.5497	61.257	0.0456928	0.0162762	2.23577	14.3074	32.6213
6.28319	27.5830	61.335	0.0454741	0.0155748	2.21162	14.1514	31.1897
6.28319	27.6330	61.474	0.0452920	0.0146218	2.16796	13.4971	29.3264
6.28319	27.6830	61.594	0.0454197	0.0138956	2.13134	12.9399	27.7226
6.28319	27.7413	61.798	0.0458183	0.0127117	2.05283	12.1713	24.9314
6.28319	27.7830	61.924	0.0454841	0.0119749	2.00957	11.7170	23.5767
6.28319	27.8330	62.114	0.0454030	0.0111858	1.93945	11.3258	21.8791
6.28319	27.8830	62.246	0.0453183	0.0105214	1.89127	10.8410	20.5301
6.28319	27.9330	62.398	0.0452774	9.92086e-3	1.83567	10.4841	19.2403
6.28319	27.9830	62.582	0.0454323	9.31717e-3	1.76528	10.1035	17.8463
6.28319	28.0413	62.764	0.0455392	8.72104e-3	1.69190	9.64777	16.5429
6.28319	28.0830	62.880	0.0451182	8.25804e-3	1.64772	9.47729	15.6584
6.28319	28.1163	62.983	0.0456506	7.97500e-3	1.60902	9.24523	14.8227
6.28319	28.1747	63.165	0.0453785	7.20845e-3	1.53501	8.76547	13.2478
6.28319	28.2413	63.361	0.0452026	6.72881e-3	1.45375	8.40705	12.2846
6.28319	28.2913	63.505	0.0450633	6.41914e-3	1.39644	8.24426	11.6165
6.28319	28.3330	63.613	0.0453539	6.10996e-3	1.35518	8.03155	10.8158
6.28319	28.3747	63.744	0.0451854	5.77525e-3	1.29849	7.78917	10.1336
6.28319	28.4413	63.978	0.0446757	5.46727e-3	1.24363	7.66864	9.53693
6.28319	28.4830	64.099	0.0447301	5.30181e-3	1.21225	7.54251	9.14340
6.28319	28.5330	64.252	0.0447493	5.09598e-3	1.18183	7.35585	8.69333
6.28319	28.5830	64.381	0.0449611	4.87992e-3	1.13250	7.18397	8.13588
6.28319	28.6330	64.572	0.0447781	4.64215e-3	1.09042	7.00696	7.64051
6.28319	28.6830	64.732	0.0448803	4.43603e-3	1.03905	6.85403	7.12170
6.28319	28.7330	64.866	0.0449228	4.25493e-3	0.996719	6.70847	6.68646
6.28319	28.7830	64.993	0.0446905	4.05918e-3	0.962803	6.54309	6.29971
6.28319	28.8330	65.115	0.0445864	3.90627e-3	0.937127	6.39275	5.99082
6.28319	28.8830	65.253	0.0445049	3.76910e-3	0.900276	6.29406	5.66639
6.28319	28.9330	65.453	0.0441904	3.67524e-3	0.884079	6.23095	5.50865
6.28319	28.9830	65.607	0.0445550	3.58895e-3	0.854429	6.12409	5.23260
6.28319	29.0330	65.791	0.0446369	3.47055e-3	0.822836	6.00386	4.94019
6.28319	29.0830	65.904	0.0443838	3.35003e-3	0.796820	5.90304	4.70366
6.28319	29.1330	66.062	0.0444539	3.26744e-3	0.768500	5.82797	4.47880
6.28319	29.1830	66.242	0.0442545	3.18706e-3	0.759123	5.73611	4.35441
6.28319	29.2330	66.380	0.0444190	3.11851e-3	0.737482	5.65031	4.16700
6.28319	29.2830	66.496	0.0442717	3.02908e-3	0.709798	5.57939	3.96024
6.28319	29.3330	66.623	0.0443887	2.96780e-3	0.695499	5.48891	3.81753
6.28319	29.3830	66.784	0.0442692	2.90187e-3	0.679547	5.42169	3.68429
6.28319	29.4330	66.895	0.0443468	2.83040e-3	0.654273	5.34084	3.49437
6.28319	29.4830	67.058	0.0442045	2.76239e-3	0.641270	5.26042	3.37335
6.28319	29.5330	67.218	0.0442724	2.71050e-3	0.625689	5.19011	3.24740
6.28319	29.5830	67.370	0.0442668	2.65538e-3	0.608398	5.12465	3.11783
6.28319	29.6330	67.543	0.0443356	2.60127e-3	0.590276	5.05265	2.98246
6.28319	29.6830	67.722	0.0441316	2.54770e-3	0.575655	5.00320	2.88012
6.28319	29.7330	67.846	0.0441882	2.50204e-3	0.564800	4.93022	2.78459
6.28319	29.7830	67.950	0.0441947	2.46026e-3	0.550615	4.87652	2.68508
6.28319	29.8330	68.095	0.0441793	2.42489e-3	0.541857	4.82582	2.61491
6.28319	29.8830	68.232	0.0443574	2.37422e-3	0.523771	4.74147	2.48344
6.28319	29.9330	68.401	0.0440985	2.33093e-3	0.509975	4.70877	2.40136
6.28319	29.9830	68.577	0.0443341	2.29477e-3	0.500697	4.62834	2.31739
6.28319	30.0330	68.728	0.0440390	2.25789e-3	0.489203	4.60546	2.25301
6.28319	30.0830	68.880	0.0442352	2.22458e-3	0.473010	4.54607	2.15034
6.28319	30.1330	68.992	0.0440647	2.18682e-3	0.466475	4.49748	2.09796
6.28319	30.1830	69.106	0.0440699	2.14940e-3	0.451459	4.44525	2.00685
6.28319	30.2330	69.267	0.0442200	2.12336e-3	0.444965	4.38710	1.95211
6.28319	30.2830	69.428	0.0439316	2.09462e-3	0.442001	4.36093	1.92753
6.28319	30.3330	69.574	0.0440920	2.07358e-3	0.432239	4.31685	1.86591
6.28319	30.3830	69.698	0.0441125	2.05110e-3	0.424680	4.27976	1.81753
6.28319	30.4330	69.832	0.0441766	2.02084e-3	0.416208	4.22326	1.75776
6.28319	30.4830	70.020	0.0440271	1.99376e-3	0.409578	4.19062	1.71639
6.28319	30.5330	70.236	0.0440796	1.97416e-3	0.398154	4.16095	1.65670
6.28319	30.5830	70.388	0.0439808	1.95041e-3	0.393940	4.12607	1.62542
6.28319	30.6330	70.527	0.0441288	1.93093e-3	0.385174	4.08325	1.57276
6.28319	30.6830	70.681	0.0440849	1.90656e-3	0.376313	4.04763	1.52318
6.28319	30.7330	70.778	0.0439515	1.87144e-3	0.369974	3.99342	1.47746
6.28319	30.7830	70.910	0.0441737	1.86310e-3	0.361564	3.96637	1.43410
6.28319	30.8413	71.061	0.0441313	1.85288e-3	0.361410	3.94860	1.42706
6.28319	30.8830	71.212	0.0439568	1.82445e-3	0.346507	3.92179	1.35893
6.28319	30.9330	71.371	0.0441687	1.81146e-3	0.345401	3.87652	1.33896
6.28319	30.9830	71.541	0.0438806	1.79285e-3	0.335800	3.87321	1.30063
6.28319	31.0330	71.710	0.0441410	1.76055e-3	0.328917	3.78878	1.24619
6.28319	31.0830	71.833	0.0440085	1.75354e-3	0.329536	3.78438	1.24709
6.28319	31.1663	71.964	0.0442692	1.74951e-3	0.328366	3.75474	1.23293
6.28319	31.1997	72.084	0.0440115	1.71752e-3	0.317818	3.71911	1.18200
6.28319	31.2497	72.225	0.0440665	1.70334e-3	0.313638	3.68823	1.15677
6.28319	31.2997	72.351	0.0438856	1.68478e-3	0.305977	3.67102	1.12325
6.28319	31.3497	72.513	0.0441152	1.66929e-3	0.298707	3.62563	1.08300
6.28319	31.4163	72.734	0.0441162	1.65039e-3	0.283821	3.59885	1.02143
6.28319	31.4497	72.837	0.0438863	1.64326e-3	0.289391	3.59677	1.04087
6.28319	31.4913	72.955	0.0437457	1.64100e-3	0.292014	3.60085	1.05150
6.28319	31.5497	73.160	0.0437434	1.61813e-3	0.282896	3.55946	1.00696
6.28319	31.5913	73.298	0.0441371	1.61441e-3	0.279548	3.52266	0.984754
6.28319	31.6497	73.455	0.0441574	1.60296e-3	0.278519	3.49702	0.973985
6.28319	31.6997	73.610	0.0437229	1.58625e-3	0.273171	3.49972	0.956023
6.28319	31.7330	73.715	0.0443454	1.59374e-3	0.262956	3.47577	0.913975
6.28319	31.7997	73.929	0.0438862	1.57342e-3	0.268137	3.46291	0.928534
6.28319	31.8497	74.070	0.0438691	1.55834e-3	0.263980	3.43459	0.906664
6.28319	31.8913	74.176	0.0438592	1.55931e-3	0.257349	3.44308	0.886073
6.28319	31.9497	74.324	0.0439116	1.54327e-3	0.252752	3.40734	0.861212
6.28319	31.9997	74.473	0.0438788	1.52420e-3	0.251294	3.36892	0.846591
6.28319	32.0413	74.598	0.0436097	1.51882e-3	0.253490	3.37598	0.855779
6.28319	32.0997	74.828	0.0438014	1.51191e-3	0.250286	3.34845	0.838071
6.28319	32.1497	74.984	0.0437446	1.49115e-3	0.235806	3.31777	0.782348
6.28319	32.2080	75.159	0.0438424	1.47822e-3	0.237907	3.28013	0.780366
6.28319	32.2413	75.246	0.0437355	1.47694e-3	0.235814	3.28682	0.775079
6.28319	32.2997	75.491	0.0442391	1.47517e-3	0.230031	3.24968	0.747528
6.28319	32.3497	75.682	0.0437805	1.47893e-3	0.234232	3.28903	0.770395
6.28319	32.3997	75.855	0.0439647	1.46926e-3	0.235420	3.25298	0.765816
6.28319	32.4497	75.965	0.0436479	1.45983e-3	0.232212	3.25789	0.756521
6.28319	32.4997	76.125	0.0437946	1.45272e-3	0.231282	3.23181	0.747459
6.28319	32.5830	76.372	0.0438606	1.43408e-3	0.221174	3.19247	0.706092
6.28319	32.6163	76.439	0.0442302	1.45228e-3	0.218799	3.20758	0.701814
6.28319	32.6580	76.551	0.0436527	1.43823e-3	0.226671	3.21320	0.728338
6.28319	32.7163	76.736	0.0438611	1.44052e-3	0.219013	3.20824	0.702646
6.28319	32.7747	76.940	0.0438551	1.42700e-3	0.218682	3.17878	0.695141
6.28319	32.8163	77.082	0.0437998	1.41469e-3	0.217552	3.15608	0.686612
6.28319	32.8747	77.246	0.0435462	1.40897e-3	0.220790	3.15947	0.697580
6.28319	32.9163	77.389	0.0438701	1.41104e-3	0.219295	3.14176	0.688972
6.28319	32.9497	77.501	0.0441441	1.41553e-3	0.220506	3.13139	0.690491
6.28319	33.0163	77.693	0.0439525	1.40369e-3	0.215478	3.12200	0.672723
6.28319	33.0997	78.033	0.0441417	1.39654e-3	0.211707	3.09515	0.655265
6.28319	33.1330	78.142	0.0436982	1.37647e-3	0.206181	3.08506	0.636082
6.28319	33.1997	78.263	0.0440851	1.37702e-3	0.205956	3.05933	0.630088
6.28319	33.2330	78.341	0.0439485	1.37384e-3	0.206722	3.06130	0.632838
6.28319	33.2913	78.500	0.0435020	1.36904e-3	0.208359	3.08092	0.641935
6.28319	33.3413	78.662	0.0437570	1.35858e-3	0.211600	3.03757	0.642750
6.28319	33.3830	78.831	0.0436289	1.36818e-3	0.210663	3.06859	0.646437
6.28319	33.4247	78.960	0.0438145	1.37290e-3	0.202782	3.07094	0.622733
6.28319	33.4747	79.086	0.0439285	1.36867e-3	0.205491	3.05191	0.627142
6.28319	33.5330	79.241	0.0437859	1.35785e-3	0.203768	3.03867	0.619184
6.28319	33.6163	79.492	0.0436226	1.35009e-3	0.206650	3.03090	0.626335
6.28319	33.6413	79.541	0.0437655	1.35723e-3	0.202437	3.03950	0.615307
6.28319	33.6830	79.644	0.0441263	1.33780e-3	0.211101	2.96638	0.626204
6.28319	33.7580	79.835	0.0439831	1.34263e-3	0.207822	2.98875	0.621129
6.28319	33.7997	79.974	0.0437954	1.34165e-3	0.207962	2.99927	0.623735
6.28319	33.8497	80.140	0.0438756	1.34299e-3	0.202885	2.99979	0.608612
6.28319	33.9163	80.374	0.0440277	1.33676e-3	0.198118	2.97830	0.590054
6.28319	33.9497	80.460	0.0438185	1.33511e-3	0.206929	2.98370	0.617414
6.28319	33.9997	80.585	0.0438360	1.33696e-3	0.205115	2.98771	0.612826
6.28319	34.0580	80.764	0.0440299	1.32951e-3	0.203239	2.95906	0.601396
6.28319	34.0997	80.915	0.0437977	1.32894e-3	0.205592	2.97211	0.611043
